#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
#schoolspirit	sentimentScore=0.478	numPositive=1	numNegative=1
riiiight	sentimentScore=0.478	numPositive=1	numNegative=1
667	sentimentScore=0.478	numPositive=2	numNegative=2
52nd	sentimentScore=0.478	numPositive=1	numNegative=1
ishant	sentimentScore=0.478	numPositive=1	numNegative=1
#kickingass	sentimentScore=0.478	numPositive=1	numNegative=1
hammer	sentimentScore=0.478	numPositive=44	numNegative=44
#teamdaley	sentimentScore=0.478	numPositive=1	numNegative=1
737	sentimentScore=0.478	numPositive=1	numNegative=1
fantastical	sentimentScore=0.478	numPositive=1	numNegative=1
galleria	sentimentScore=0.478	numPositive=3	numNegative=3
@geetiga	sentimentScore=0.478	numPositive=1	numNegative=1
@conorquealy1379	sentimentScore=0.478	numPositive=1	numNegative=1
@lilchuckee	sentimentScore=0.478	numPositive=1	numNegative=1
#appearance	sentimentScore=0.478	numPositive=1	numNegative=1
#heartattack	sentimentScore=0.478	numPositive=2	numNegative=2
#cadburys	sentimentScore=0.478	numPositive=1	numNegative=1
@bruce_arthur	sentimentScore=0.478	numPositive=1	numNegative=1
@jasonjermaine	sentimentScore=0.478	numPositive=1	numNegative=1
maureen	sentimentScore=0.478	numPositive=3	numNegative=3
#ihavetoconfess	sentimentScore=0.478	numPositive=1	numNegative=1
#noshit	sentimentScore=0.478	numPositive=1	numNegative=1
invading	sentimentScore=0.478	numPositive=3	numNegative=3
britishness	sentimentScore=0.478	numPositive=1	numNegative=1
work/revision	sentimentScore=0.478	numPositive=1	numNegative=1
@itsjoyelizabeth	sentimentScore=0.478	numPositive=1	numNegative=1
@sarah_louise_10	sentimentScore=0.478	numPositive=1	numNegative=1
#nationalanthem	sentimentScore=0.478	numPositive=1	numNegative=1
beamon	sentimentScore=0.478	numPositive=1	numNegative=1
lovable	sentimentScore=0.478	numPositive=4	numNegative=4
bll	sentimentScore=0.478	numPositive=1	numNegative=1
inadequacy	sentimentScore=0.478	numPositive=1	numNegative=1
@viclombardi	sentimentScore=0.478	numPositive=1	numNegative=1
#masters	sentimentScore=0.478	numPositive=1	numNegative=1
victorians	sentimentScore=0.478	numPositive=1	numNegative=1
@madeon	sentimentScore=0.478	numPositive=1	numNegative=1
borgata	sentimentScore=0.478	numPositive=1	numNegative=1
petr	sentimentScore=0.478	numPositive=1	numNegative=1
1981	sentimentScore=0.478	numPositive=3	numNegative=3
#oth	sentimentScore=0.478	numPositive=5	numNegative=5
@magnumicecream	sentimentScore=0.478	numPositive=1	numNegative=1
nautious	sentimentScore=0.478	numPositive=1	numNegative=1
#theaxe	sentimentScore=0.478	numPositive=1	numNegative=1
emory	sentimentScore=0.478	numPositive=2	numNegative=2
platinums	sentimentScore=0.478	numPositive=1	numNegative=1
becom	sentimentScore=0.478	numPositive=1	numNegative=1
motherfuckin	sentimentScore=0.478	numPositive=4	numNegative=4
neia	sentimentScore=0.478	numPositive=1	numNegative=1
profound	sentimentScore=0.478	numPositive=5	numNegative=5
@reid_zanoya	sentimentScore=0.478	numPositive=1	numNegative=1
britten	sentimentScore=0.478	numPositive=1	numNegative=1
#shawshank	sentimentScore=0.478	numPositive=1	numNegative=1
@colin_w_reid	sentimentScore=0.478	numPositive=1	numNegative=1
@ped7	sentimentScore=0.478	numPositive=1	numNegative=1
dimitrov	sentimentScore=0.478	numPositive=1	numNegative=1
#mindboggling	sentimentScore=0.478	numPositive=1	numNegative=1
@heavymetalteddy	sentimentScore=0.478	numPositive=1	numNegative=1
@jonhood2	sentimentScore=0.478	numPositive=1	numNegative=1
flickers	sentimentScore=0.478	numPositive=1	numNegative=1
dispise	sentimentScore=0.478	numPositive=1	numNegative=1
@jbolognino	sentimentScore=0.478	numPositive=1	numNegative=1
rons	sentimentScore=0.478	numPositive=1	numNegative=1
totes	sentimentScore=0.478	numPositive=28	numNegative=28
greaaaaat	sentimentScore=0.478	numPositive=1	numNegative=1
@alicepittaway	sentimentScore=0.478	numPositive=1	numNegative=1
wazza	sentimentScore=0.478	numPositive=3	numNegative=3
#jaguars	sentimentScore=0.478	numPositive=2	numNegative=2
supportin	sentimentScore=0.478	numPositive=2	numNegative=2
chub	sentimentScore=0.478	numPositive=4	numNegative=4
flasher	sentimentScore=0.478	numPositive=1	numNegative=1
@tip	sentimentScore=0.478	numPositive=5	numNegative=5
#pompy	sentimentScore=0.478	numPositive=1	numNegative=1
teased	sentimentScore=0.478	numPositive=4	numNegative=4
fearlessly	sentimentScore=0.478	numPositive=1	numNegative=1
motorway	sentimentScore=0.478	numPositive=20	numNegative=20
skateboarder	sentimentScore=0.478	numPositive=1	numNegative=1
@joshi_91	sentimentScore=0.478	numPositive=1	numNegative=1
f***ed	sentimentScore=0.478	numPositive=1	numNegative=1
@nancyajram	sentimentScore=0.478	numPositive=1	numNegative=1
#stuffmyface	sentimentScore=0.478	numPositive=1	numNegative=1
ritalin	sentimentScore=0.478	numPositive=1	numNegative=1
nf	sentimentScore=0.478	numPositive=2	numNegative=2
#spoon	sentimentScore=0.478	numPositive=1	numNegative=1
valero	sentimentScore=0.478	numPositive=1	numNegative=1
shug	sentimentScore=0.478	numPositive=1	numNegative=1
jesses	sentimentScore=0.478	numPositive=1	numNegative=1
magnifying	sentimentScore=0.478	numPositive=1	numNegative=1
worldd	sentimentScore=0.478	numPositive=1	numNegative=1
5hrs	sentimentScore=0.478	numPositive=6	numNegative=6
teamates	sentimentScore=0.478	numPositive=1	numNegative=1
pcso	sentimentScore=0.478	numPositive=1	numNegative=1
orchestrated	sentimentScore=0.478	numPositive=1	numNegative=1
chungs	sentimentScore=0.478	numPositive=1	numNegative=1
ellesmere	sentimentScore=0.478	numPositive=1	numNegative=1
hitstory	sentimentScore=0.478	numPositive=1	numNegative=1
degress	sentimentScore=0.478	numPositive=1	numNegative=1
impatiently	sentimentScore=0.478	numPositive=1	numNegative=1
perfecto	sentimentScore=0.478	numPositive=5	numNegative=5
605	sentimentScore=0.478	numPositive=1	numNegative=1
#barn	sentimentScore=0.478	numPositive=1	numNegative=1
idd	sentimentScore=0.478	numPositive=1	numNegative=1
favoritos	sentimentScore=0.478	numPositive=1	numNegative=1
swem	sentimentScore=0.478	numPositive=1	numNegative=1
rufus	sentimentScore=0.478	numPositive=2	numNegative=2
#cancel	sentimentScore=0.478	numPositive=1	numNegative=1
turtled	sentimentScore=0.478	numPositive=1	numNegative=1
#godawgs	sentimentScore=0.478	numPositive=1	numNegative=1
retrospective	sentimentScore=0.478	numPositive=2	numNegative=2
@clubdemarayr	sentimentScore=0.478	numPositive=1	numNegative=1
emerald	sentimentScore=0.478	numPositive=8	numNegative=8
#butyoudontcare	sentimentScore=0.478	numPositive=1	numNegative=1
vevo	sentimentScore=0.478	numPositive=2	numNegative=2
@sophierosepike	sentimentScore=0.478	numPositive=1	numNegative=1
#newyorkcity	sentimentScore=0.478	numPositive=1	numNegative=1
@rhianbarnes	sentimentScore=0.478	numPositive=1	numNegative=1
@h0t_tamollly	sentimentScore=0.478	numPositive=1	numNegative=1
manifested	sentimentScore=0.478	numPositive=1	numNegative=1
@theboxinglab	sentimentScore=0.478	numPositive=1	numNegative=1
#inkaar	sentimentScore=0.478	numPositive=1	numNegative=1
@cumberlandbound	sentimentScore=0.478	numPositive=1	numNegative=1
gnc	sentimentScore=0.478	numPositive=1	numNegative=1
#mention	sentimentScore=0.478	numPositive=1	numNegative=1
straightforward	sentimentScore=0.478	numPositive=2	numNegative=2
fasion	sentimentScore=0.478	numPositive=1	numNegative=1
#detox	sentimentScore=0.478	numPositive=2	numNegative=2
#wimbledon	sentimentScore=0.478	numPositive=2	numNegative=2
#dirtytweet	sentimentScore=0.478	numPositive=1	numNegative=1
yooou	sentimentScore=0.478	numPositive=1	numNegative=1
#bp	sentimentScore=0.478	numPositive=2	numNegative=2
@bigt8409	sentimentScore=0.478	numPositive=1	numNegative=1
overflow	sentimentScore=0.478	numPositive=2	numNegative=2
1976	sentimentScore=0.478	numPositive=2	numNegative=2
@aprilditomaso	sentimentScore=0.478	numPositive=1	numNegative=1
boiii	sentimentScore=0.478	numPositive=2	numNegative=2
@twilight	sentimentScore=0.478	numPositive=1	numNegative=1
wuna	sentimentScore=0.478	numPositive=1	numNegative=1
postponing	sentimentScore=0.478	numPositive=3	numNegative=3
exalted	sentimentScore=0.478	numPositive=1	numNegative=1
abundantly	sentimentScore=0.478	numPositive=2	numNegative=2
legrand	sentimentScore=0.478	numPositive=1	numNegative=1
@kayhaven	sentimentScore=0.478	numPositive=1	numNegative=1
uns	sentimentScore=0.478	numPositive=3	numNegative=3
stephy	sentimentScore=0.478	numPositive=1	numNegative=1
@danicamckellar	sentimentScore=0.478	numPositive=1	numNegative=1
3some	sentimentScore=0.478	numPositive=1	numNegative=1
kazoo	sentimentScore=0.478	numPositive=1	numNegative=1
angelo	sentimentScore=0.478	numPositive=4	numNegative=4
#hescute	sentimentScore=0.478	numPositive=1	numNegative=1
@albertociurana	sentimentScore=0.478	numPositive=1	numNegative=1
@simonhelberg	sentimentScore=0.478	numPositive=1	numNegative=1
@afrihost	sentimentScore=0.478	numPositive=1	numNegative=1
snoball	sentimentScore=0.478	numPositive=1	numNegative=1
you/	sentimentScore=0.478	numPositive=1	numNegative=1
#uneverknow	sentimentScore=0.478	numPositive=1	numNegative=1
zeds	sentimentScore=0.478	numPositive=4	numNegative=4
#rememberwhen	sentimentScore=0.478	numPositive=1	numNegative=1
rejuvenation	sentimentScore=0.478	numPositive=1	numNegative=1
#suckmydick	sentimentScore=0.478	numPositive=2	numNegative=2
18yr	sentimentScore=0.478	numPositive=1	numNegative=1
cineworld	sentimentScore=0.478	numPositive=2	numNegative=2
#shelter	sentimentScore=0.478	numPositive=1	numNegative=1
@philsoven	sentimentScore=0.478	numPositive=1	numNegative=1
closure	sentimentScore=0.478	numPositive=5	numNegative=5
@clairedocherty_	sentimentScore=0.478	numPositive=1	numNegative=1
#overboard	sentimentScore=0.478	numPositive=1	numNegative=1
ctown	sentimentScore=0.478	numPositive=1	numNegative=1
@swfc	sentimentScore=0.478	numPositive=2	numNegative=2
@jackelvin1	sentimentScore=0.478	numPositive=1	numNegative=1
nordstroms	sentimentScore=0.478	numPositive=1	numNegative=1
#engvsa	sentimentScore=0.478	numPositive=1	numNegative=1
@marilynmanson	sentimentScore=0.478	numPositive=1	numNegative=1
@griffin865	sentimentScore=0.478	numPositive=1	numNegative=1
paged	sentimentScore=0.478	numPositive=1	numNegative=1
@oliviacumins	sentimentScore=0.478	numPositive=1	numNegative=1
stifler	sentimentScore=0.478	numPositive=2	numNegative=2
connects	sentimentScore=0.478	numPositive=3	numNegative=3
strome	sentimentScore=0.478	numPositive=1	numNegative=1
grumps	sentimentScore=0.478	numPositive=1	numNegative=1
dentistry	sentimentScore=0.478	numPositive=3	numNegative=3
sponges	sentimentScore=0.478	numPositive=2	numNegative=2
organisational	sentimentScore=0.478	numPositive=2	numNegative=2
#stratford	sentimentScore=0.478	numPositive=1	numNegative=1
spins	sentimentScore=0.478	numPositive=5	numNegative=5
@rtralphy	sentimentScore=0.478	numPositive=1	numNegative=1
5p	sentimentScore=0.478	numPositive=4	numNegative=4
inverdale	sentimentScore=0.478	numPositive=2	numNegative=2
socials	sentimentScore=0.478	numPositive=4	numNegative=4
glamorgan	sentimentScore=0.478	numPositive=1	numNegative=1
drunkness	sentimentScore=0.478	numPositive=2	numNegative=2
bouncer	sentimentScore=0.478	numPositive=10	numNegative=10
commutes	sentimentScore=0.478	numPositive=3	numNegative=3
#alec	sentimentScore=0.478	numPositive=1	numNegative=1
amputate	sentimentScore=0.478	numPositive=1	numNegative=1
jennie	sentimentScore=0.478	numPositive=1	numNegative=1
#camden	sentimentScore=0.478	numPositive=1	numNegative=1
masterpieces	sentimentScore=0.478	numPositive=1	numNegative=1
@drubaby	sentimentScore=0.478	numPositive=1	numNegative=1
alviro	sentimentScore=0.478	numPositive=1	numNegative=1
lao	sentimentScore=0.478	numPositive=3	numNegative=3
@carmella_x	sentimentScore=0.478	numPositive=1	numNegative=1
famed	sentimentScore=0.478	numPositive=1	numNegative=1
clit	sentimentScore=0.478	numPositive=7	numNegative=7
#three	sentimentScore=0.478	numPositive=2	numNegative=2
#roadrace	sentimentScore=0.478	numPositive=1	numNegative=1
mpg	sentimentScore=0.478	numPositive=1	numNegative=1
@ballie52	sentimentScore=0.478	numPositive=1	numNegative=1
slutted	sentimentScore=0.478	numPositive=1	numNegative=1
@frankieosborne8	sentimentScore=0.478	numPositive=1	numNegative=1
kitchener	sentimentScore=0.478	numPositive=1	numNegative=1
strained	sentimentScore=0.478	numPositive=7	numNegative=7
#lifehatesme	sentimentScore=0.478	numPositive=1	numNegative=1
#toyshow	sentimentScore=0.478	numPositive=1	numNegative=1
jennings	sentimentScore=0.478	numPositive=9	numNegative=9
slothing	sentimentScore=0.478	numPositive=1	numNegative=1
jaejoong	sentimentScore=0.478	numPositive=1	numNegative=1
#halo	sentimentScore=0.478	numPositive=1	numNegative=1
@jackr0und	sentimentScore=0.478	numPositive=1	numNegative=1
@andyreid2506	sentimentScore=0.478	numPositive=1	numNegative=1
#add	sentimentScore=0.478	numPositive=3	numNegative=3
somebodies	sentimentScore=0.478	numPositive=3	numNegative=3
@goob_22	sentimentScore=0.478	numPositive=1	numNegative=1
@obama	sentimentScore=0.478	numPositive=1	numNegative=1
perdon	sentimentScore=0.478	numPositive=1	numNegative=1
$29	sentimentScore=0.478	numPositive=2	numNegative=2
osteopath	sentimentScore=0.478	numPositive=1	numNegative=1
escpecially	sentimentScore=0.478	numPositive=1	numNegative=1
poppets	sentimentScore=0.478	numPositive=1	numNegative=1
fineee	sentimentScore=0.478	numPositive=1	numNegative=1
nayeli	sentimentScore=0.478	numPositive=1	numNegative=1
chubdering	sentimentScore=0.478	numPositive=1	numNegative=1
wtp	sentimentScore=0.478	numPositive=1	numNegative=1
40k	sentimentScore=0.478	numPositive=1	numNegative=1
bethesda	sentimentScore=0.478	numPositive=2	numNegative=2
hither	sentimentScore=0.478	numPositive=1	numNegative=1
@mk1official	sentimentScore=0.478	numPositive=1	numNegative=1
reprieve	sentimentScore=0.478	numPositive=1	numNegative=1
fench	sentimentScore=0.478	numPositive=1	numNegative=1
@petercryer	sentimentScore=0.478	numPositive=1	numNegative=1
xmaz	sentimentScore=0.478	numPositive=1	numNegative=1
#promisetomyself	sentimentScore=0.478	numPositive=1	numNegative=1
economical	sentimentScore=0.478	numPositive=1	numNegative=1
#fatbirds	sentimentScore=0.478	numPositive=1	numNegative=1
#becauseigothigh	sentimentScore=0.478	numPositive=1	numNegative=1
jahlil	sentimentScore=0.478	numPositive=1	numNegative=1
#gameon	sentimentScore=0.478	numPositive=1	numNegative=1
@kjothesmartass	sentimentScore=0.478	numPositive=1	numNegative=1
teardrops	sentimentScore=0.478	numPositive=1	numNegative=1
brudder	sentimentScore=0.478	numPositive=1	numNegative=1
#wr	sentimentScore=0.478	numPositive=1	numNegative=1
soooooooo	sentimentScore=0.478	numPositive=9	numNegative=9
gallowgate	sentimentScore=0.478	numPositive=1	numNegative=1
munchie	sentimentScore=0.478	numPositive=2	numNegative=2
shahrukh	sentimentScore=0.478	numPositive=1	numNegative=1
undriveable	sentimentScore=0.478	numPositive=1	numNegative=1
@iainblaikie	sentimentScore=0.478	numPositive=1	numNegative=1
rasa	sentimentScore=0.478	numPositive=1	numNegative=1
murrays	sentimentScore=0.478	numPositive=2	numNegative=2
bluebirds	sentimentScore=0.478	numPositive=1	numNegative=1
omnomnom	sentimentScore=0.478	numPositive=1	numNegative=1
@jaysizzle19	sentimentScore=0.478	numPositive=1	numNegative=1
gola	sentimentScore=0.478	numPositive=1	numNegative=1
todd	sentimentScore=0.478	numPositive=26	numNegative=26
#lifechanger	sentimentScore=0.478	numPositive=2	numNegative=2
@filipinopinkemy	sentimentScore=0.478	numPositive=1	numNegative=1
#frostedflakes	sentimentScore=0.478	numPositive=1	numNegative=1
#scrimmage	sentimentScore=0.478	numPositive=1	numNegative=1
cautious	sentimentScore=0.478	numPositive=2	numNegative=2
damians	sentimentScore=0.478	numPositive=1	numNegative=1
eat/drink	sentimentScore=0.478	numPositive=2	numNegative=2
drugmart	sentimentScore=0.478	numPositive=1	numNegative=1
buzzcocks	sentimentScore=0.478	numPositive=3	numNegative=3
rails	sentimentScore=0.478	numPositive=3	numNegative=3
charlee	sentimentScore=0.478	numPositive=1	numNegative=1
#todolist	sentimentScore=0.478	numPositive=1	numNegative=1
transfusion	sentimentScore=0.478	numPositive=1	numNegative=1
redbone	sentimentScore=0.478	numPositive=3	numNegative=3
#poundthealarm	sentimentScore=0.478	numPositive=2	numNegative=2
@ryanwhitney6	sentimentScore=0.478	numPositive=1	numNegative=1
#oooo	sentimentScore=0.478	numPositive=1	numNegative=1
#oppikoppi	sentimentScore=0.478	numPositive=1	numNegative=1
wrongggg	sentimentScore=0.478	numPositive=1	numNegative=1
maaga	sentimentScore=0.478	numPositive=1	numNegative=1
bratz	sentimentScore=0.478	numPositive=2	numNegative=2
loophole	sentimentScore=0.478	numPositive=1	numNegative=1
@_kristinareyes	sentimentScore=0.478	numPositive=1	numNegative=1
pageant	sentimentScore=0.478	numPositive=19	numNegative=19
tagline	sentimentScore=0.478	numPositive=1	numNegative=1
3+	sentimentScore=0.478	numPositive=5	numNegative=5
@comedyposts	sentimentScore=0.478	numPositive=1	numNegative=1
civilisation	sentimentScore=0.478	numPositive=3	numNegative=3
bringn	sentimentScore=0.478	numPositive=1	numNegative=1
divergent	sentimentScore=0.478	numPositive=1	numNegative=1
unlocking	sentimentScore=0.478	numPositive=1	numNegative=1
#deed	sentimentScore=0.478	numPositive=3	numNegative=3
#married	sentimentScore=0.478	numPositive=3	numNegative=3
@rivercrowson	sentimentScore=0.478	numPositive=1	numNegative=1
twinnie	sentimentScore=0.478	numPositive=1	numNegative=1
#madagascar3	sentimentScore=0.478	numPositive=1	numNegative=1
dep	sentimentScore=0.478	numPositive=3	numNegative=3
#goodintentions	sentimentScore=0.478	numPositive=1	numNegative=1
#riverisland	sentimentScore=0.478	numPositive=1	numNegative=1
whelmed	sentimentScore=0.478	numPositive=1	numNegative=1
chinkys	sentimentScore=0.478	numPositive=2	numNegative=2
@_snape_	sentimentScore=0.478	numPositive=1	numNegative=1
#charisma	sentimentScore=0.478	numPositive=1	numNegative=1
loveeeeeeee	sentimentScore=0.478	numPositive=1	numNegative=1
#notts	sentimentScore=0.478	numPositive=1	numNegative=1
torre	sentimentScore=0.478	numPositive=1	numNegative=1
#whydon	sentimentScore=0.478	numPositive=1	numNegative=1
#fruity	sentimentScore=0.478	numPositive=2	numNegative=2
gronk	sentimentScore=0.478	numPositive=2	numNegative=2
#sobehind	sentimentScore=0.478	numPositive=1	numNegative=1
moro	sentimentScore=0.478	numPositive=2	numNegative=2
knighted	sentimentScore=0.478	numPositive=1	numNegative=1
impossibly	sentimentScore=0.478	numPositive=1	numNegative=1
olym	sentimentScore=0.478	numPositive=1	numNegative=1
cadonas	sentimentScore=0.478	numPositive=1	numNegative=1
bailin	sentimentScore=0.478	numPositive=1	numNegative=1
tipuric	sentimentScore=0.478	numPositive=1	numNegative=1
squeaking	sentimentScore=0.478	numPositive=1	numNegative=1
wooly	sentimentScore=0.478	numPositive=3	numNegative=3
#unbelivable	sentimentScore=0.478	numPositive=1	numNegative=1
discs	sentimentScore=0.478	numPositive=4	numNegative=4
